provider_code,label,address_line1,address_line2,postcode,latitude,longitude,suggestion_frequency,last_seen_on,suggestion_rank
MP,MP · Rushlake Drive · BL1 3RL,Rushlake Drive,,BL1 3RL,53.588774,-2.432934,1,2024-09-23,126
MP,MP · Hare Street · WV14 7BU,Hare Street,,WV14 7BU,52.564310,-2.069007,1,2024-09-18,127
MP,MP · Heath Street · BB10 3AY,Heath Street,,BB10 3AY,53.801689,-2.234316,1,2024-09-17,128
MP,MP · Innis Avenue · M40 1JR,Innis Avenue,,M40 1JR,53.498409,-2.178066,1,2024-09-12,129
MP,"MP · Unit B3, London Street Trading Estate, High Street · BL3 6PP","Unit B3, London Street Trading Estate",High Street,BL3 6PP,53.565455,-2.436395,1,2024-09-12,130
MP,MP · Huddersfield Road · OL3 5DF,Huddersfield Road,,OL3 5DF,53.564965,-2.019558,1,2024-09-11,131
MP,MP · Liverpool Street · M5 4LG,Liverpool Street,,M5 4LG,53.480121,-2.272045,1,2024-08-30,132
MP,"MP · Unit B3, London Street Trading Estate, High St · BL3 6PP",Unit B3,"London Street Trading Estate, High St",BL3 6PP,53.565455,-2.436395,1,2024-08-30,133
MP,MP · Unit 15 · BL9 7ET,Unit 15,,BL9 7ET,53.589530,-2.282354,1,2024-08-23,134
MP,MP · Cambrian Business Park · BL3 6JF,Cambrian Business Park,,BL3 6JF,53.568762,-2.438951,1,2024-08-19,135
MP,MP · Aston Lane · B6 6QR,Aston Lane,,B6 6QR,52.512413,-1.886507,1,2024-08-16,136
MP,MP · Babington Road · SW16 6AH,Babington Road,,SW16 6AH,51.426451,-0.134735,1,2024-08-09,137
MP,"MP · Unit B4, London Street Trading Estate · BL3 6PP",Unit B4,London Street Trading Estate,BL3 6PP,53.565455,-2.436395,1,2024-07-29,138
MP,MP · Colenso Road · BB1 8DR,Colenso Road,,BB1 8DR,53.759868,-2.490072,1,2024-07-16,139
MP,MP · Riggendale Road,Riggendale Road,,,,,1,2024-07-12,140
MP,MP · 2 Hawarden Avenue · M16 0AP,2 Hawarden Avenue,,M16 0AP,53.447407,-2.270286,1,2024-07-11,141
MP,MP · Bassingbourn Road · CM24 1QW,Bassingbourn Road,,CM24 1QW,51.888194,0.258396,1,2024-07-03,142
MP,MP · Selby Avenue · LE5 1ST,Selby Avenue,,LE5 1ST,52.651438,-1.055304,1,2024-07-03,143
MP,MP · Broadway,Broadway,,,,,1,2024-07-02,144
MP,MP · 9 Ashton Road West · M35 0EQ,9 Ashton Road West,,M35 0EQ,53.507941,-2.162802,1,2024-06-14,145
MS,MS · Rosslyn Drive · CH46 0SX,Rosslyn Drive,,CH46 0SX,53.397092,-3.112544,1,2025-03-12,1
MS,MS · 79 Moss Lane · L21 7PS,79 Moss Lane,,L21 7PS,53.474847,-2.990878,1,2024-07-26,2
OAK,OAK · 140 Salkeld Street · G5 8BF,140 Salkeld Street,,G5 8BF,55.847745,-4.261885,21,2026-06-03,1
OAK,"OAK · A76 Recovery Ltd, Newton Terrace · KA5 6SA",A76 Recovery Ltd,Newton Terrace,KA5 6SA,55.502711,-4.329590,21,2026-05-27,2
OAK,"OAK · Blackhill Recovery Ltd, 30 Stronend Street · G22 6AR",Blackhill Recovery Ltd,30 Stronend Street,G22 6AR,55.885169,-4.258945,12,2026-04-17,3
OAK,"OAK · Genesis Coachworks Ltd, Unit 1 Building 1 · ML5 4TD",Genesis Coachworks Ltd,Unit 1 Building 1,ML5 4TD,,,12,2026-04-16,4
OAK,"OAK · Hollandhurst Body Repair, 2 Hollandhurst Road · ML5 2EG",Hollandhurst Body Repair,2 Hollandhurst Road,ML5 2EG,55.873100,-4.033255,9,2026-05-21,5
OAK,"OAK · Genesis Coachworks, Shawhead Industrial Estate · ML5 4TD",Genesis Coachworks,Shawhead Industrial Estate,ML5 4TD,,,9,2026-03-18,6
OAK,OAK · Salkeld Street · G5 8BF,Salkeld Street,,G5 8BF,55.847745,-4.261885,9,2026-02-12,7
OAK,"OAK · Undent it Ltd, 15-17 Scotland Street · G5 8NB",Undent it Ltd,15-17 Scotland Street,G5 8NB,55.849585,-4.267903,9,2026-01-20,8
OAK,"OAK · Leven Coachworks, Banbeath Industrial Estate · KY8 5HD",Leven Coachworks,Banbeath Industrial Estate,KY8 5HD,56.201986,-3.016924,9,2025-02-12,9
OAK,"OAK · M.A Bodyshop, Millie Street · KY1 2NL",M.A Bodyshop,Millie Street,KY1 2NL,56.122759,-3.144223,8,2026-02-09,10
OAK,"OAK · RTA Recovery & Storage, 365 Aikenhead Road · G42 0GG",RTA Recovery & Storage,365 Aikenhead Road,G42 0GG,,,8,2026-01-19,11
OAK,OAK · Chapelhall Industrial Estate · ML6 8QH,Chapelhall Industrial Estate,,ML6 8QH,55.849105,-3.950562,7,2026-05-15,12
OAK,"OAK · Stirlingshire Recovery, Craigs Roundabout · FK7 7NU",Stirlingshire Recovery,Craigs Roundabout,FK7 7NU,56.114853,-3.930716,7,2026-05-12,13
OAK,"OAK · C S Auto Repair Ltd, East Hamilton Street · PA15 2TQ",C S Auto Repair Ltd,East Hamilton Street,PA15 2TQ,55.942215,-4.729121,7,2026-04-24,14
OAK,OAK · Dalsetter Avenue · G15 8TE,Dalsetter Avenue,,G15 8TE,55.906161,-4.368082,6,2026-04-20,15
OAK,"OAK · Autowise Accident Management Specialists, 145 Dalsetter Avenue · G15 8TE",Autowise Accident Management Specialists,145 Dalsetter Avenue,G15 8TE,55.906161,-4.368082,6,2026-04-07,16
OAK,OAK · Dunnswood Road · G67 3EN,Dunnswood Road,,G67 3EN,55.969741,-3.956825,6,2026-04-07,17
OAK,"OAK · Thomas Ash & Sons, 78/100 Carntynehall Road · G32 6AS",Thomas Ash & Sons,78/100 Carntynehall Road,G32 6AS,55.855437,-4.178862,5,2026-04-23,18
OAK,"OAK · Leven Coachworks, Unit 1 Block 6 · KY8 5HD",Leven Coachworks,Unit 1 Block 6,KY8 5HD,56.201986,-3.016924,5,2025-07-03,19
OAK,"OAK · Genesis Coachworks, Hagmill Road · ML5 4GH",Genesis Coachworks,Hagmill Road,ML5 4GH,55.841384,-4.018022,5,2025-01-24,20
OAK,"OAK · The Coachworks, 4a Poplar Road · KY7 4AA",The Coachworks,4a Poplar Road,KY7 4AA,56.189430,-3.159259,4,2026-06-18,21
OAK,"OAK · Atlas Bodyshop Glasgow, 1 Rutherglen Road · G73 1SX",Atlas Bodyshop Glasgow,1 Rutherglen Road,G73 1SX,55.835903,-4.229241,4,2026-06-15,22
OAK,"OAK · Allan Murdoch Auto Body Repairs, 22 Perimeter Road · IV30 6AF",Allan Murdoch Auto Body Repairs,22 Perimeter Road,IV30 6AF,57.644234,-3.292661,4,2026-06-10,23
OAK,"OAK · Glasgow Smart Repair, 13 Kelvin Avenue · G52 4LT",Glasgow Smart Repair,13 Kelvin Avenue,G52 4LT,55.862817,-4.369743,4,2026-05-12,24
OAK,OAK · 15-17 Scotland Street · G5 8NB,15-17 Scotland Street,,G5 8NB,55.849585,-4.267903,4,2026-05-06,25
OAK,"OAK · Atlas Bodyshop, Rutherglen Road · G73 1SX",Atlas Bodyshop,Rutherglen Road,G73 1SX,55.835903,-4.229241,4,2026-04-09,26
OAK,"OAK · Blackhill Recovery, Stronend Street · G22 6AR",Blackhill Recovery,Stronend Street,G22 6AR,55.885169,-4.258945,4,2026-04-07,27
OAK,"OAK · RS Coachworks, Manderston Street · EH6 8LY",RS Coachworks,Manderston Street,EH6 8LY,55.968713,-3.172180,4,2026-03-17,28
OAK,"OAK · Call Accident Repair Centre Ltd, 47 Hagmill Road · ML5 4XD",Call Accident Repair Centre Ltd,47 Hagmill Road,ML5 4XD,55.843417,-4.014086,4,2025-12-10,29
OAK,"OAK · Box Autos, 17 Deerdykes View · G68 9HN",Box Autos,17 Deerdykes View,G68 9HN,55.928478,-4.051059,4,2025-10-03,30
OAK,"OAK · Propaint, Chapelhall Industrial Estate · ML6 8QH",Propaint,Chapelhall Industrial Estate,ML6 8QH,55.849105,-3.950562,4,2025-08-21,31
OAK,OAK · Glenfarg Street · G20 7QF,Glenfarg Street,,G20 7QF,55.872728,-4.266855,4,2025-05-14,32
OAK,"OAK · Genesis Coachworks, Unit 1 Centrum Business Park · ML5 4GH",Genesis Coachworks,Unit 1 Centrum Business Park,ML5 4GH,55.841384,-4.018022,4,2024-07-31,33
OAK,"OAK · Premier 1 Accident Repair Centre, 45 Boundary Road · KA8 9DJ",Premier 1 Accident Repair Centre,45 Boundary Road,KA8 9DJ,55.482265,-4.603686,3,2026-04-29,34
OAK,"OAK · G M Bodyshop, 18 Dellingburn Street · PA15 4TW",G M Bodyshop,18 Dellingburn Street,PA15 4TW,55.943395,-4.753214,3,2026-04-27,35
OAK,OAK · Cavendish Way · KY6 2SB,Cavendish Way,,KY6 2SB,56.176808,-3.200502,3,2026-04-08,36
OAK,OAK · 145 Dalsetter Avenue · G15 8TE,145 Dalsetter Avenue,,G15 8TE,55.906161,-4.368082,3,2026-03-23,37
OAK,"OAK · C B Cars Clydebank, 15a South Elgin Street · G81 1PL",C B Cars Clydebank,15a South Elgin Street,G81 1PL,,,3,2026-02-16,38
OAK,OAK · Ashton Road · G73 1UB,Ashton Road,,G73 1UB,55.833450,-4.215798,3,2026-01-20,39
OAK,"OAK · Agmors Coachworks Ltd, 620 South Street · G14 0TR",Agmors Coachworks Ltd,620 South Street,G14 0TR,55.872524,-4.338714,3,2026-01-16,40
OAK,"OAK · Hamilton Auto Services, 1 Argyle Crescent · ML3 9BQ",Hamilton Auto Services,1 Argyle Crescent,ML3 9BQ,55.775634,-4.073171,3,2026-01-08,41
OAK,OAK · Kilbirnie Place · G5 8QR,Kilbirnie Place,,G5 8QR,55.847621,-4.268140,3,2026-01-02,42
OAK,"OAK · A2Z Bodyshop Ltd, 12c Muriel Street · G78 2AG",A2Z Bodyshop Ltd,12c Muriel Street,G78 2AG,55.795443,-4.395864,3,2025-12-08,43
OAK,"OAK · Pristine Bodyshop LTD, 638 Merry Street · ML1 4BP",Pristine Bodyshop LTD,638 Merry Street,ML1 4BP,55.798239,-3.973720,3,2025-10-29,44
OAK,"OAK · LPB Body Repairs, 2 Apsley Lane · G11 7SU",LPB Body Repairs,2 Apsley Lane,G11 7SU,55.871130,-4.315515,3,2025-10-22,45
OAK,"OAK · Scott Gibson Bodyshop Ltd, Unit 12, Smeaton Industrial Estate · KY1 2HE",Scott Gibson Bodyshop Ltd,"Unit 12, Smeaton Industrial Estate",KY1 2HE,56.126965,-3.152714,3,2025-10-03,46
OAK,"OAK · Calder Coach Crafts Bodyshop, 9 Rutherford Square · EH54 9BU",Calder Coach Crafts Bodyshop,9 Rutherford Square,EH54 9BU,55.866403,-3.534392,3,2025-06-05,47
OAK,OAK · East Main Street · ML7 5QW,East Main Street,,ML7 5QW,55.860365,-3.747333,3,2025-05-02,48
OAK,"OAK · A76 Recovery, Newton Terrace · KA5 6SA",A76 Recovery,Newton Terrace,KA5 6SA,55.502711,-4.329590,3,2025-05-01,49
OAK,"OAK · GM Bodyshop, Dellingburn Street · PA15 4TW",GM Bodyshop,Dellingburn Street,PA15 4TW,55.943395,-4.753214,3,2025-04-10,50
OAK,"OAK · PREMIER 1 Accident Repair Centre, Boundary Road · KA8 9DJ",PREMIER 1 Accident Repair Centre,Boundary Road,KA8 9DJ,55.482265,-4.603686,3,2025-03-17,51
OAK,OAK · 365 Aikenhead Road · G42 0GG,365 Aikenhead Road,,G42 0GG,,,3,2025-01-21,52
OAK,OAK · Nisbett Street · ML6 8RJ,Nisbett Street,,ML6 8RJ,55.844676,-3.943647,2,2026-04-22,53
OAK,"OAK · Level Up Autobody, Unit 4 Block 1 · EH48 2RX",Level Up Autobody,Unit 4 Block 1,EH48 2RX,55.891657,-3.656183,2,2026-04-16,54
OAK,OAK · Millie Street · KY1 2NL,Millie Street,,KY1 2NL,56.122759,-3.144223,2,2026-04-13,55
OAK,"OAK · Premier 1 ARC, Boundary Road · KA8 9DJ",Premier 1 ARC,Boundary Road,KA8 9DJ,55.482265,-4.603686,2,2026-03-12,56
OAK,OAK · Rockbank Place · G40 2UZ,Rockbank Place,,G40 2UZ,55.851916,-4.218958,2,2026-03-10,57
OAK,"OAK · G A Mann, 10-16 Glenfarg Street · G20 7QF",G A Mann,10-16 Glenfarg Street,G20 7QF,55.872728,-4.266855,2,2026-02-24,58
OAK,"OAK · Madd Recovery, Yard 3, Causewayside Street · G32 8LT",Madd Recovery,"Yard 3, Causewayside Street",G32 8LT,55.842512,-4.169769,2,2026-02-19,59
OAK,"OAK · A76 Recovery, 19 Newton Terrace · KA5 6SA",A76 Recovery,19 Newton Terrace,KA5 6SA,55.502711,-4.329590,2,2026-02-12,60
OAK,"OAK · Lothian Bodyshop, Burnhouse Industrial Estate · EH47 0LQ",Lothian Bodyshop,Burnhouse Industrial Estate,EH47 0LQ,55.859937,-3.701505,2,2026-02-11,61
OAK,OAK · Clydeholm Road · G14 0QQ,Clydeholm Road,,G14 0QQ,55.870470,-4.335217,2,2026-01-22,62
OAK,OAK · 10-16 Glenfarg Street · G20 7QF,10-16 Glenfarg Street,,G20 7QF,55.872728,-4.266855,2,2025-12-16,63
OAK,"OAK · Stirling Bodyshop, Colquhoun Street · FK7 7PX",Stirling Bodyshop,Colquhoun Street,FK7 7PX,56.110947,-3.928751,2,2025-11-10,64
OAK,OAK · Newton Terrace · KA5 6SA,Newton Terrace,,KA5 6SA,55.502711,-4.329590,2,2025-10-22,65
OAK,"OAK · M8 Recovery Ltd, Hillington Industrial Estate · G52 4UW",M8 Recovery Ltd,Hillington Industrial Estate,G52 4UW,,,2,2025-10-15,66
OAK,OAK · Rutherglen Road · G73 1SX,Rutherglen Road,,G73 1SX,55.835903,-4.229241,2,2025-10-08,67
OAK,OAK · Arran Road · PH1 3DZ,Arran Road,,PH1 3DZ,56.416975,-3.457932,2,2025-09-29,68
OAK,"OAK · Parkhead VRC, 307-321 Westmuir Street · G31 5HP",Parkhead VRC,307-321 Westmuir Street,G31 5HP,55.852548,-4.188175,2,2025-09-18,69
OAK,"OAK · Premier 1, Boundary Road · KA8 9DJ",Premier 1,Boundary Road,KA8 9DJ,55.482265,-4.603686,2,2025-08-27,70
OAK,"OAK · Ultimate Car Body Repairs Ltd, 251 Glasgow Road · G72 0YS",Ultimate Car Body Repairs Ltd,251 Glasgow Road,G72 0YS,55.794055,-4.093499,2,2025-08-08,71
OAK,OAK · Carmichael Street · G51 2QU,Carmichael Street,,G51 2QU,55.855020,-4.302333,2,2025-07-24,72
OAK,"OAK · MFS Design, 7 Bourtree Terrace · TD9 9HN",MFS Design,7 Bourtree Terrace,TD9 9HN,55.424735,-2.783407,2,2025-07-16,73
OAK,OAK · Lochburn Road · G20 9AE,Lochburn Road,,G20 9AE,55.891476,-4.289651,2,2025-06-16,74
OAK,"OAK · Bothwell Accident Repair Centre, 69 Bothwell Road · ML3 0DW",Bothwell Accident Repair Centre,69 Bothwell Road,ML3 0DW,55.789399,-4.054124,2,2025-05-28,75
OAK,OAK · Deerdykes View · G68 9HN,Deerdykes View,,G68 9HN,55.928478,-4.051059,2,2025-04-09,76
OAK,"OAK · Assured Accident Repair Centre, Dunnswood Road · G67 3EN",Assured Accident Repair Centre,Dunnswood Road,G67 3EN,55.969741,-3.956825,2,2025-04-04,77
OAK,OAK · Hollandhurst Road · ML5 2EG,Hollandhurst Road,,ML5 2EG,55.873100,-4.033255,2,2025-04-03,78
OAK,OAK · Banbeath Industrial Estate · KY8 5HD,Banbeath Industrial Estate,,KY8 5HD,56.201986,-3.016924,2,2025-03-20,79
OAK,"OAK · Gibbys spraying services, 11 East Main Street · ML7 5QW",Gibbys spraying services,11 East Main Street,ML7 5QW,55.860365,-3.747333,2,2025-02-14,80
OAK,OAK · Whiteside Industrial Estate · EH48 2RX,Whiteside Industrial Estate,,EH48 2RX,55.891657,-3.656183,2,2025-01-28,81
OAK,OAK · Shawhead Industrial Estate · ML5 4TD,Shawhead Industrial Estate,,ML5 4TD,,,2,2025-01-15,82
OAK,"OAK · Box Couriers Ltd, Deerdykes View · G68 9HN",Box Couriers Ltd,Deerdykes View,G68 9HN,55.928478,-4.051059,2,2025-01-13,83
OAK,"OAK · Call Accident Repair Centre, Hagmill Road · ML5 4XD",Call Accident Repair Centre,Hagmill Road,ML5 4XD,55.843417,-4.014086,2,2025-01-06,84
OAK,"OAK · McShanes Car Body Repair, Newbattle Road · EH22 3LL",McShanes Car Body Repair,Newbattle Road,EH22 3LL,55.882629,-3.066986,2,2024-11-28,85
OAK,"OAK · Undent It, Scotland Street · G5 8NB",Undent It,Scotland Street,G5 8NB,55.849585,-4.267903,2,2024-11-27,86
OAK,"OAK · ABZ Autoworks Ltd, Barclayhill Place · AB12 4PF",ABZ Autoworks Ltd,Barclayhill Place,AB12 4PF,57.067733,-2.130781,2,2024-11-22,87
OAK,"OAK · Undent it, 15-17 Scotland Street · G5 8NB",Undent it,15-17 Scotland Street,G5 8NB,55.849585,-4.267903,2,2024-10-31,88
OAK,"OAK · Glasgow Smart Repair, Kelvin Avenue · G52 4LT",Glasgow Smart Repair,Kelvin Avenue,G52 4LT,55.862817,-4.369743,2,2024-10-04,89
OAK,"OAK · Propaint Accident Repair Centre, Chapelhall Industrial Estate · ML6 8QH",Propaint Accident Repair Centre,Chapelhall Industrial Estate,ML6 8QH,55.849105,-3.950562,2,2024-10-04,90
OAK,"OAK · Well Street Customs, 60 well Street · PA1 2QH",Well Street Customs,60 well Street,PA1 2QH,55.847951,-4.440137,2,2024-08-28,91
OAK,"OAK · Genesis Coachworks, Mavisbank Gardens · ML4 3ER",Genesis Coachworks,Mavisbank Gardens,ML4 3ER,55.823552,-4.028002,2,2024-08-20,92
OAK,"OAK · Dial A Tow, 27 Whitehill Road · KY6 2RW",Dial A Tow,27 Whitehill Road,KY6 2RW,56.183386,-3.205041,1,2026-06-12,93
OAK,OAK · 25 Wallace Street · G5 8ND,25 Wallace Street,,G5 8ND,55.852291,-4.264897,1,2026-06-10,94
OAK,OAK · 90 Frankfield Street · G33 1NG,90 Frankfield Street,,G33 1NG,55.875061,-4.193198,1,2026-06-10,95
OAK,OAK · Drumpark Street · G46 8LZ,Drumpark Street,,G46 8LZ,55.810252,-4.318171,1,2026-06-08,96
OAK,OAK · Unit 7 Millie Street · KY1 2NL,Unit 7 Millie Street,,KY1 2NL,56.122759,-3.144223,1,2026-06-08,97
OAK,OAK · 0/1 34 Moness Drive · G52 1HB,0/1 34 Moness Drive,,G52 1HB,55.846654,-4.326632,1,2026-06-03,98
OAK,OAK · Bothwell Street · G2 6TS,Bothwell Street,,G2 6TS,55.861084,-4.261302,1,2026-06-02,99
OAK,"OAK · Assured Accident Repair Centre Ltd, Unit 1, 4 Dunnswood Rd · G67 3EN",Assured Accident Repair Centre Ltd,"Unit 1, 4 Dunnswood Rd",G67 3EN,55.969741,-3.956825,1,2026-06-01,100
OAK,OAK · 4 Kneeland Place · ML1 5GG,4 Kneeland Place,,ML1 5GG,55.801290,-3.914888,1,2026-05-26,101
OAK,OAK · Stonehead Place · EH47 8FJ,Stonehead Place,,EH47 8FJ,55.844622,-3.683458,1,2026-05-20,102
OAK,OAK · Powerline Ind Estate · ML8 4FR,Powerline Ind Estate,,ML8 4FR,55.731190,-3.807249,1,2026-05-19,103
OAK,"OAK · Hatties Autobody Repairs, Nisbett Street · ML6 8RJ",Hatties Autobody Repairs,Nisbett Street,ML6 8RJ,55.844676,-3.943647,1,2026-05-08,104
OAK,"OAK · Scottish Accident, Speirs Wharf · G4 9TG",Scottish Accident,Speirs Wharf,G4 9TG,55.873249,-4.257597,1,2026-05-07,105
OAK,OAK · Young Crescent · FK5 4XS,Young Crescent,,FK5 4XS,56.040272,-3.823459,1,2026-05-01,106
OAK,"OAK · G A Mann & Son Ltd, Glenfarg Street · G20 7QF",G A Mann & Son Ltd,Glenfarg Street,G20 7QF,55.872728,-4.266855,1,2026-04-30,107
OAK,"OAK · Lanarkshire Bodyworx Ltd, Unit C · ML8 4FR",Lanarkshire Bodyworx Ltd,Unit C,ML8 4FR,55.731190,-3.807249,1,2026-04-29,108
OAK,"OAK · Linwood Coachworks, Unit 2 Riverpark Industrial Estate · PA3 3DW",Linwood Coachworks,Unit 2 Riverpark Industrial Estate,PA3 3DW,55.848399,-4.487279,1,2026-04-29,109
OAK,OAK · Linkwood Way · IV30 1HY,Linkwood Way,,IV30 1HY,57.647609,-3.287587,1,2026-04-24,110
OAK,"OAK · Jaqs Bodyshop Limited, First Road · G72 0ND",Jaqs Bodyshop Limited,First Road,G72 0ND,55.783212,-4.085327,1,2026-04-23,111
OAK,"OAK · Unit 1, Camps Industrial Estate · EH27 8DF","Unit 1, Camps Industrial Estate",,EH27 8DF,55.897984,-3.439567,1,2026-04-23,112
OAK,OAK · Woodside Drive · ML6 9TL,Woodside Drive,,ML6 9TL,55.842812,-3.973821,1,2026-04-23,113
OAK,OAK · Unit 6 · G72 0YS,Unit 6,,G72 0YS,55.794055,-4.093499,1,2026-04-22,114
OAK,OAK · Inveresk Mills Industrial Park · EH21 7UQ,Inveresk Mills Industrial Park,,EH21 7UQ,55.936456,-3.060174,1,2026-04-16,115
OAK,"OAK · Unit 6D2, Uphall Estates · EH52 5NT","Unit 6D2, Uphall Estates",,EH52 5NT,55.922077,-3.496697,1,2026-04-16,116
OAK,"OAK · McShane's Car Body Repair & Paint Shop, Unit 13a · EH22 3LJ",McShane's Car Body Repair & Paint Shop,Unit 13a,EH22 3LJ,55.883106,-3.068966,1,2026-04-13,117
OAK,"OAK · Marc Garage, 25 Scotland st · G5 8NB",Marc Garage,25 Scotland st,G5 8NB,55.849585,-4.267903,1,2026-04-10,118
OAK,OAK · Carlisle Road · ML3 7DB,Carlisle Road,,ML3 7DB,55.771278,-4.025096,1,2026-04-08,119
OAK,"OAK · Thomas Ash & Sons, Carntynehall Road · G32 6AS",Thomas Ash & Sons,Carntynehall Road,G32 6AS,55.855437,-4.178862,1,2026-04-08,120
OAK,OAK · Muriel Street · G78 1QB,Muriel Street,,G78 1QB,55.805107,-4.392054,1,2026-04-07,121
OAK,OAK · Brandon Street · ML1 1XA,Brandon Street,,ML1 1XA,55.787240,-3.986435,1,2026-03-19,122
OAK,"OAK · CD Body Repair, 69 Cavendish Way · KY6 2SB",CD Body Repair,69 Cavendish Way,KY6 2SB,56.176808,-3.200502,1,2026-03-19,123
OAK,OAK · Fyne Crescent · ML9 2UW,Fyne Crescent,,ML9 2UW,55.749389,-3.979137,1,2026-03-19,124
OAK,OAK · Barochan Place · G53 5US,Barochan Place,,G53 5US,55.838617,-4.355508,1,2026-03-16,125
OAK,OAK · 45 Loch Road · ML6 8TR,45 Loch Road,,ML6 8TR,55.841208,-3.954958,1,2026-03-13,126
OAK,"OAK · Agmors Coachworks, South Street · G14 0TR",Agmors Coachworks,South Street,G14 0TR,55.872524,-4.338714,1,2026-03-12,127
OAK,OAK · Maryhill Road · G20 0HJ,Maryhill Road,,G20 0HJ,55.892610,-4.294900,1,2026-03-10,128
OAK,"OAK · CS Accident Repairs, Wilson Place · G74 4QD",CS Accident Repairs,Wilson Place,G74 4QD,55.776219,-4.164855,1,2026-03-03,129
OAK,"OAK · Tradeston Performance, Kilbirnie Place · G5 8QR",Tradeston Performance,Kilbirnie Place,G5 8QR,55.847621,-4.268140,1,2026-02-24,130
OAK,"OAK · SJH Bodyworks, Woodgate Way South · KY7 4PF",SJH Bodyworks,Woodgate Way South,KY7 4PF,56.185671,-3.149027,1,2026-02-23,131
OAK,"OAK · SJH Bodyworks, 18 Woodgate Way South · KY7 4PF",SJH Bodyworks,18 Woodgate Way South,KY7 4PF,56.185671,-3.149027,1,2026-02-19,132
OAK,OAK · 1/2 9 Green Street · G40 2HL,1/2 9 Green Street,,G40 2HL,55.853981,-4.230995,1,2026-02-18,133
OAK,"OAK · SKRT Recovery & Transport, 2 Glenburn Road · G74 5BA",SKRT Recovery & Transport,2 Glenburn Road,G74 5BA,55.769312,-4.213496,1,2026-02-16,134
OAK,OAK · 11 Staffa Place · FK1 2PR,11 Staffa Place,,FK1 2PR,55.986934,-3.783899,1,2026-02-11,135
OAK,"OAK · Galton Van Centre, East March Street · KY1 2DP",Galton Van Centre,East March Street,KY1 2DP,56.127800,-3.139273,1,2026-02-11,136
OAK,"OAK · J&C Accident Repair Centre Ltd, Unit 16 Block 8, Spiersbridge Terrace · G46 8JH",J&C Accident Repair Centre Ltd,"Unit 16 Block 8, Spiersbridge Terrace",G46 8JH,55.803167,-4.325968,1,2026-02-04,137
OAK,OAK · 4a Poplar Road · KY7 4AA,4a Poplar Road,,KY7 4AA,56.189430,-3.159259,1,2026-02-03,138
OAK,OAK · 1/4 Inveresk Mills Industrial Park · EH21 7UQ,1/4 Inveresk Mills Industrial Park,,EH21 7UQ,55.936456,-3.060174,1,2026-01-29,139
OAK,"OAK · MARC Bodyshop, Swanston Street · G40 4HW",MARC Bodyshop,Swanston Street,G40 4HW,55.837989,-4.220257,1,2026-01-27,140
OAK,"OAK · Unit 9 E, 134 Clydeholm Road · G14 0QQ","Unit 9 E, 134 Clydeholm Road",,G14 0QQ,55.870470,-4.335217,1,2026-01-26,141
OAK,"OAK · G A Mann, Glenfarg Street · G20 7QF",G A Mann,Glenfarg Street,G20 7QF,55.872728,-4.266855,1,2026-01-19,142
OAK,OAK · Staybrae Grove · G53 7SU,Staybrae Grove,,G53 7SU,55.830907,-4.366683,1,2026-01-12,143
OAK,OAK · Unit 9E · G14 0QQ,Unit 9E,,G14 0QQ,55.870470,-4.335217,1,2026-01-12,144
OAK,OAK · Carntynehall Road · G32 6AS,Carntynehall Road,,G32 6AS,55.855437,-4.178862,1,2025-12-23,145
OAK,OAK · 41 Milnpark Street · G41 1BB,41 Milnpark Street,,G41 1BB,55.851909,-4.278296,1,2025-12-19,146
OAK,"OAK · Ross Co Smart Repair, Arran Road · PH1 3DZ",Ross Co Smart Repair,Arran Road,PH1 3DZ,56.416975,-3.457932,1,2025-12-17,147
OAK,OAK · 35b Cavendish Way · KY6 2SB,35b Cavendish Way,,KY6 2SB,56.176808,-3.200502,1,2025-12-16,148
OAK,"OAK · C S Accident Repair Garage Ltd, 54 Wilson Place · G74 4QD",C S Accident Repair Garage Ltd,54 Wilson Place,G74 4QD,55.776219,-4.164855,1,2025-12-09,149
OAK,"OAK · M.A Bodyshop, 7 Millie Street · KY1 2NL",M.A Bodyshop,7 Millie Street,KY1 2NL,56.122759,-3.144223,1,2025-12-09,150
OAK,"OAK · Madd Recovery, Yard 3 · G32 8LT",Madd Recovery,Yard 3,G32 8LT,55.842512,-4.169769,1,2025-12-09,151
OAK,"OAK · Assured Accident Repairs Centre Ltd, 4 Dunnswood Road · G67 3EN",Assured Accident Repairs Centre Ltd,4 Dunnswood Road,G67 3EN,55.969741,-3.956825,1,2025-12-04,152
OAK,OAK · 33 Hareshaw Crescent · KA18 3PY,33 Hareshaw Crescent,,KA18 3PY,55.518059,-4.085502,1,2025-12-02,153
OAK,OAK · Atha Wynd · KA1 1AH,Atha Wynd,,KA1 1AH,55.599569,-4.506106,1,2025-12-01,154
OAK,OAK · Burnbrae Road · ML7 5QZ,Burnbrae Road,,ML7 5QZ,55.862899,-3.742845,1,2025-11-28,155
OAK,"OAK · CS Auto Repair, Phoenix Lane · KY12 9EB",CS Auto Repair,Phoenix Lane,KY12 9EB,56.075884,-3.469941,1,2025-11-25,156
OAK,OAK · Drysdale Avenue · FK2 8RE,Drysdale Avenue,,FK2 8RE,56.038482,-3.816938,1,2025-11-25,157
OAK,"OAK · Yard 3, Causewayside Street · G32 8LT",Yard 3,Causewayside Street,G32 8LT,55.842512,-4.169769,1,2025-11-20,158
